0	0.25
0.00111	0.25
0.001666	0.25
0.003765	0.25
0.006264	0.25
0.010488	0.25
0.014305	0.25
0.021693	0.25
0.027494	0.25
0.035221	0.25
0.04263	0.25
0.051666	0.25
0.061481	0.25
0.071481	0.25
0.081481	0.25
0.091481	0.25
0.101481	0.25
0.111481	0.25
0.121481	0.25
0.131481	0.25
0.141481	0.25
0.151481	0.25
0.161481	0.25
0.166481	0.25
0.16932	0.25
0.170919	0.25
0.173765	0.25
0.183765	0.25
0.193765	0.25
0.196265	0.25
0.197515	0.25
0.200405	0.25
0.206099	0.25
0.216099	0.25
0.218599	0.25
0.219849	0.25
0.221804	0.25
0.22665	0.25
0.23665	0.25
0.24665	0.25
0.249153	0.25
0.250404	0.25
0.252867	0.25
0.258483	0.25
0.268483	0.25
0.278483	0.25
0.283483	0.25
0.285983	0.25
0.287233	0.25
0.290325	0.25
0.296439	0.25
0.306439	0.25
0.316439	0.25
0.32393	0.25
0.327675	0.25
0.329548	0.25
0.330712	0.25
0.33556	0.25
0.345431	0.25
0.353431	0.25
0.357431	0.25
0.359431	0.25
0.361101	0.25
0.367065	0.25
0.377065	0.25
0.387065	0.25
0.392065	0.25
0.394565	0.25
0.396153	0.25
0.404094	0.25
0.414094	0.25
0.424094	0.25
0.429094	0.25
0.431594	0.25
0.433009	0.25
0.440085	0.25
0.450085	0.25
0.460085	0.25
0.465406	0.25
0.468067	0.25
0.469507	0.25
0.476711	0.25
0.486711	0.25
0.496711	0.25
0.506711	0.25
0.511711	0.25
0.514211	0.25
0.515461	0.25
0.521711	0.25
0.531711	0.25
0.541711	0.25
0.549434	0.25
0.553296	0.25
0.555226	0.25
0.556698	0.25
0.563474	0.25
0.573474	0.25
0.582531	0.25
0.587059	0.25
0.589324	0.25
0.590537	0.25
0.596603	0.25
0.606603	0.25
0.616603	0.25
0.621603	0.25
0.624103	0.25
0.625384	0.25
0.631788	0.25
0.641788	0.25
0.651788	0.25
0.657059	0.25
0.659695	0.25
0.661013	0.25
0.667602	0.25
0.677602	0.25
0.687602	0.25
0.692602	0.25
0.695102	0.25
0.696352	0.25
0.701156	0.25
0.710023	0.25
0.720023	0.25
0.725023	0.25
0.727523	0.25
0.729322	0.25
0.734452	0.25
0.744452	0.25
0.754452	0.25
0.759631	0.25
0.762221	0.25
0.764123	0.25
0.773634	0.25
0.783634	0.25
0.793634	0.25
0.798634	0.25
0.801134	0.25
0.802384	0.25
0.808634	0.25
0.818634	0.25
0.828634	0.25
0.831827	0.25
0.833428	0.25
0.836516	0.25
0.845765	0.25
0.855765	0.25
0.865624	0.25
0.870554	0.25
0.873018	0.25
0.875105	0.25
0.882357	0.25
0.892357	0.25
0.902357	0.25
0.90802	0.25
0.910851	0.25
0.912611	0.25
0.921411	0.25
0.931411	0.25
0.941411	0.25
0.949474	0.25
0.953506	0.25
0.955522	0.25
0.956846	0.25
0.96322	0.25
